280;Magazine Back Issues;2;267
281;Jewelry & Watches ;1;\N
282;Other;4;110742
288;Other;3;11312
289;Other;4;500
291;Other;5;58559
293;Consumer Electronics ;1;\N
296;Other;3;1500
299;Housekeeping & Organization;2;11700
300;Other;3;299
302;Other;3;25298
303;Other;4;3244
308;Other;2;619
309;VHS Tapes;2;11232
310;Other;2;888
313;Other;3;1059
314;Other;3;15724
316;Specialty Services ;1;\N
317;Other Services;2;316
319;Adult Only;2;99
326;Antique (Pre-1930);3;238
327;Other;4;2404
328;Cloth;4;15999
329;Clothes & Accessories;3;238
330;Other;5;2417
332;Hard Plastic;4;15999
333;Other;3;1202
334;Other;5;2424
335;Other;5;2434
337;Other;5;4637
338;Vogue;4;15987
340;Other;5;84621
341;Composition;4;326
342;Antique & Vintage;4;329
343;Other;5;15977
345;Modern (1970-Now);6;18816
346;Ginnette;5;338
347;Jill, Jeff & Jan;5;338
348;Other;3;246
352;Worldwide;2;260
356;Other;3;2195
357;Folk Art & Primitives;3;158658
359;String;3;37974
360;Prints;3;158658
361;Other;4;163035
362;Other;3;2218
363;Other;4;1344
365;Other;3;907
366;Other;3;1446
367;Other;5;4100
368;Other;3;2440
369;Other;5;13911
370;Other;5;1365
371;Other;3;1404
372;Other;5;13749
373;Other;5;13736
374;Other;5;19173
375;Pre-1990;4;47227
376;Other;3;3412
377;Fiction & Literature;2;267
378;Nonfiction;2;267
381;Laserdiscs;2;11232
383;Other;3;7301
384;Other;4;1492
385;Other;3;3411
386;Bears;2;237
387;Accessories;3;386
388;Other;5;35998
389;Other;4;3902
391;Current;4;3906
392;Muffy;3;386
393;Modern (1970-Now);4;3910
394;Other;4;29457
395;Other;4;928
396;Other;4;4038
397;Clocks;2;1
398;Other;4;3937
402;Fraternal Organizations;3;13877
403;Other;4;402
404;Other;5;13885
405;Other;5;13891
407;Antique (Pre-1940);3;14277
408;Daguerreotypes;4;407
409;CDVs;4;407
410;Other;5;13706
411;Viewmaster;4;407
412;Science & Medicine (1930-Now);2;1
413;Other;3;412
414;Other;4;14020
415;Other;3;3213
416;Other;4;13902
417;Transportation;2;1
418;Other;4;14024
419;Other;4;14049
420;Other;4;35959
421;Other;5;14030
423;Other;4;14052
426;Other;6;4162
427;Other;4;14012
428;Golf;3;24409
429;Horse Racing;3;24409
430;Tennis;3;24409
432;Other;6;29924
433;Other;6;4710
434;Other;6;29906
435;Other;6;104957
436;Stuffed Animals;2;220
437;Accessories;3;49019
438;Current;5;19205
439;Disney;3;49019
440;Retired;5;19205
441;Teenie Beanies;4;19203
442;Bauer;4;24
443;California Pottery;4;24
444;Pottery;5;50701
445;Other;6;29923
447;Other;6;29904
448;Franciscan;4;24
449;Frankoma, Gracetone;4;27
450;Hall;4;24
451;Homer Laughlin;4;24
452;Hull;4;27
453;Majolica;4;27
454;Metlox;4;24
455;Red Wing, Rumrill;4;24
456;Royal Copley;4;24
457;Russel Wright;4;24
458;Staffordshire;4;27
459;Stangl;4;27
460;Watt;4;24
461;Weller;4;27
462;Chintz;4;24
463;Decorative;4;24
464;Porcelain;5;50701
465;Other Sports;3;24409
466;Haviland;4;24
468;Lefton;4;24
469;Occupied Japan;4;24
471;RS Prussia;4;24
472;Wedgwood;4;24
473;Fiesta: Contemporary;4;24
474;Other Figurines: Animals;4;24
475;Other;3;1401
476;Magnets;3;13905
477;Other;4;156496
479;Model Railroads & Trains;2;220
480;American Flyer;4;19143
481;Other;5;4144
484;Other;4;19128
485;Other;4;19145
486;Other;4;19119
487;Other;3;479
488;Loose Beads;2;281
489;Other;3;488
491;Loose Diamonds & Gemstones;2;281
493;Specimen;5;110848
494;Other;3;164352
495;Other;4;67694
499;Other;3;10968
500;Costume;3;48579
502;Other;5;165878
505;Other;3;4196
514;Other;5;58561
517;Other Tableware;4;24
518;Other;5;50188
519;Other;4;2032
524;Errors;3;253
525;Collections, Lots;3;253
526;Mint Sets;3;253
527;Mixed Lots;4;39467
528;Colonial;3;253
529;Mixed Lots;5;41106
530;US;4;82190
531;Other;3;83274
532;Other;3;4733
533;Other;4;127144
534;Other;4;40711
535;Other;5;45142
536;Other;3;3377
537;Other;4;45145
538;Other;5;3394
539;France;4;45148
542;Other;4;45160
543;Errors;3;256
544;Collections, Lots;3;256
545;Mint, Proof Sets;3;256
546;Commemorative;3;256
547;Gold;3;256
548;World;4;82190
550;Art ;1;\N
551;Paintings;3;158658
552;Drawings;3;158658
553;Sculpture & Carvings;3;158658
554;Mixed Media & Collage;3;158658
556;1960-79;4;41183
562;Breweriana, Beer;2;1
563;Bottles: Glass;3;562
564;Other;4;3915
565;Coasters;3;562
566;Openers;3;562
567;Labels;3;562
568;Pre-Prohibition;3;562
569;Other;4;50737
570;Other;4;3920
571;Other;4;35730
572;Trays;3;562
573;Other;3;898
574;Collector Plates;3;13777
576;Hallmark;4;156286
577;Merry Miniatures;5;576
578;1990-99;6;39601
579;Other;6;41137
580;Open Salts;4;978
582;Other;5;20284
583;Original Period Items;4;156387
584;Other;6;134
585;Other;6;4716
586;Original Period Items;4;156440
587;Other;5;156444
588;Other;4;36075
589;Haeger;4;27
590;Van Briggle;4;27
591;Godzilla;3;152
592;Stoneware;4;24
593;Tobacciana;2;1
594;Ashtrays;3;593
595;Other;4;951
596;Other;4;4118
597;Vanity, Perfume & Shaving;2;1
598;Other;3;597
599;Vanity Accessories;3;597
600;Unknown;4;35979
601;Hatpins;3;597
602;Other;4;35982
605;Machines;3;113
606;Other;4;4157
616;Other;3;118254
617;DVDs & Blu-ray Discs;2;11232
618;Other Formats;2;11233
619;Musical Instruments & Gear ;1;\N
620;Other;3;16212
621;Other;3;3858
622;Other;3;10172
623;Other;3;10176
624;Other;3;10181
625;Cameras & Photo ;1;\N
629;Other;4;15224
630;Other;3;1513
631;Tools;2;11700
632;Other;4;3247
633;Other;4;92084
666;Racing;3;212
668;Other;4;37892
670;Babylon 5;4;37897
671;Star Trek;4;37897
673;X-Files;4;37897
675;19th Century: Used;3;261
676;19th Century: Unused;3;261
678;1901-Now: Used;3;261
679;1941-Now: Unused;3;261
680;Air Mail;4;47141
681;Other;4;47141
682;Plate Blocks/Multiples;3;261
683;Collections, Lots;3;261
684;Other;5;139772
685;Duck Stamps;4;47141
686;Errors, Freaks, Oddities;3;261
687;2001-Now;5;139779
688;Possessions;3;261
689;Postal History;4;47147
690;Revenues;4;47141
691;Postal Cards & Stationery;4;47141
692;Other;3;162071
693;Other;3;47174
694;Central America;3;4747
695;Other;4;162055
696;Collections, Lots;3;352
697;Philatelic Covers;3;352
698;World Errors, Freaks, Oddities;3;4752
699;Other;3;4742
700;First Day Covers;3;352
701;Publications;3;704
703;Other;3;4752
704;Publications & Supplies;2;260
705;Other;3;704
711;Other;3;3326
713;Native American: US;3;3913
714;Masks & Headdresses;5;13749
715;Artifacts;5;13742
716;Other;5;13742
717;Vintage & Antique Toys;2;220
719;Pre-1970;4;19072
720;Other;4;2660
721;Cast Iron;3;717
722;Celluloid;3;717
723;Character;3;717
724;Pre-1980;4;18993
725;Paper Toys;3;717
726;Pre-1970;4;19021
727;Play Sets;3;717
728;Pull Toys;3;717
729;Pre-1970;4;19180
730;Other;4;19188
732;Pre-1970;4;19023
733;Pre-1970;4;19200
734;Pre-1970;3;2631
735;Tin;3;717
736;Other;4;735
739;Other Vehicles (Pre-1970);3;222
740;Vintage Manufacture (Pre-1970);4;156621
741;Vintage Manufacture (Pre-1970);4;156622
742;Vintage Manufacture (Pre-1970);4;19030
745;Vintage Manufacture (Pre-1970);5;19065
747;Godzilla;4;19193
754;Sports;3;246
756;Teletubbies;3;2624
762;NASCAR;4;171127
766;NHRA;4;171127
767;Fast Food;3;19077
771;Marbles;2;220
772;Hand Made;4;2572
773;Peanuts Gang;3;2624
774;Other;3;1188
776;Other;3;2616
778;Other;3;2362
779;Raikes;3;386
780;Hockey-Other;3;24409
781;Warner Bros.;3;436
783;Colorado Pottery;4;27
784;Dakota Pottery;4;27
785;Babylon 5;3;152
786;Other;3;253
791;Chalkware;3;13777
792;Vintage;4;1492
793;Other;5;792
794;Other;6;36169
795;Insulators;3;29797
796;Characters & Dolls;4;13623
797;Clocks;4;13623
798;Store Displays;4;13623
799;Labels;4;13623
800;Premiums, Prizes & Charms;4;13623
801;Tins;4;13623
802;Other;5;37842
803;Trays;4;13623
804;1970-Now;6;37840
805;Airlines;4;14049
806;Other;5;805
807;American;5;805
808;Braniff;5;805
809;Delta;5;805
810;Eastern;5;805
811;Pan Am;5;805
812;Piedmont;5;805
813;TWA;5;805
817;Dairy;4;13587
818;Other;5;817
820;Distillery;4;13587
821;Other;6;35656
822;Jack Danielâ€™s;5;820
823;Jim Beam;5;820
825;Old Crow;5;820
827;Agriculture;3;34
828;Other;4;827
829;Other;5;35627
830;Allis Chalmers;4;827
831;International Harvester;4;827
832;Phillips 66;5;156204
833;Shell;5;156204
834;Mobil;5;156204
835;Pennzoil;5;156204
836;Tydol, Veedol & Flying A;5;156204
837;Quaker State;5;156204
838;Chevron & Standard Oil;5;156204
839;Exxon;5;156204
840;Shoes;4;13583
841;1950-1979;5;840
842;1920-1949;5;840
843;Pre-1920;5;840
846;Radio;4;13585
849;Restaurants & Fast Food;3;34
850;Other;4;849
851;Big Boy;4;849
852;Fountain;4;36
853;Canada Dry;4;36
854;Other;5;13612
855;7 UP;4;36
856;Squirt;4;36
857;Hires Root Beer;4;36
859;Utilities;4;13585
863;Other;4;13617
864;Humble;5;156204
865;Other;5;10793
868;Trading Cards;2;1
870;Pottery & Glass ;1;\N
872;Candy & Nuts;4;13587
873;Other;5;872
874;M&M's;5;872
875;Government;3;34
876;Soap & Detergent;4;13595
877;Dr Pepper;4;36
878;Soup;4;13587
879;Telephone;4;13585
885;Mechanical Banks;3;66503
886;Other;4;35736
887;Other;4;35986
888;Sporting Goods ;1;\N
889;Antique (Pre-1900);4;39491
890;Bitters;5;889
891;Flasks;5;889
892;Jars;5;889
893;Food, Sauces & Condiments;5;889
894;Inks;5;889
895;Medicines & Cures;5;889
896;Mineral Waters;5;889
897;Poisons;5;889
898;Casino;2;1
900;Modern Age (1992-Now);3;63
905;Other;3;3122
907;Holiday & Seasonal;2;1
908;Other;4;1089
909;Other;5;70972
910;Other;5;33795
911;New Year;3;907
912;Current (1991-Now);4;168043
913;Other;5;70980
914;Postcards;2;1
915;Other;4;29468
916;Artist Signed;3;914
917;Other;4;36079
918;Exposition;3;914
919;Greetings;3;914
920;Other;4;29474
921;Military;3;914
922;Other;4;29480
924;Mixed Lots;4;20193
926;Other;4;29485
927;Cowboy, Western Motifs;3;914
928;Police;3;13877
929;US;5;167988
930;New York;5;39668
931;Radios;3;29832
932;Transistor Radios;4;931
933;1960-Now;5;38032
934;Manuals;4;931
940;Linens & Textiles (1930-Now);2;1
942;Curtains & Drapes;3;940
943;Other;4;29817
944;Other;4;13949
945;Lace, Crochet & Doilies;3;940
946;Other;4;13944
947;Quilts;3;940
948;Rugs;3;940
949;Samplers;3;940
950;Tapestries;3;940
951;Lighters;3;593
952;Other;5;38042
953;Other;4;3091
954;Other;4;3094
955;Art Glass;3;50693
957;Other;4;175760
960;Other;5;74969
962;Other;5;74962
965;Other;4;175762
966;Pens & Writing Instruments;2;1
967;Other;4;7278
968;Other;4;7282
969;Other;4;28019
970;Inkwells;3;966
971;Sets;3;966
972;Other;4;3984
973;Kiddie Car Classics;5;576
974;Cookware;4;81
975;Other;5;974
976;Cast Iron;5;974
977;Graniteware;4;81
978;Tableware;3;13905
979;Other;4;978
981;Hollowware;4;978
982;Other;5;11650
983;Other;5;11658
985;1970-Now;4;38036
986;Other;4;11671
987;Other;4;4007
988;Other;4;955
989;Other;5;29554
991;Other;5;45527
992;Other;5;29557
994;Italian;4;955
995;Other;5;29562
996;Contemporary Glass;4;13
997;Other;5;996
998;Boyd;5;996
999;Crystal;5;996
1000;Degenhart;5;996
1001;Mosser;5;996
1002;Depression;4;13
1003;Other;6;34101
1004;Other;6;34112
1005;Other;6;34116
1006;Indiana;5;1002
1007;Other;6;34120
1008;Other;6;34126
1009;U.S. Glass;5;1002
1010;Other;5;4207
1011;Kitchen Glassware;4;13
1012;Other;5;1011
1013;Accessories/Utensils;5;1011
1014;Butter Dishes;5;1011
1015;Cruets;5;1011
1016;Measuring Cups;5;1011
1017;Reamers;5;1011
1018;Swanky Swigs;5;1011
1019;Fire-King;6;25474
1020;Elegant;4;13
1021;Other;6;34130
1022;Duncan & Miller;5;1020
1023;Other;6;34133
1024;Heisey;5;1020
1025;Other;6;34139
1026;Morgantown;5;1020
1027;New Martinsville/Viking;5;1020
1028;Paden City;5;1020
1029;Tiffin;5;1020
1030;Other;6;34143
1031;Other;5;2746
1033;Gene;5;84630
1034;Holly Hobbie;4;15987
1035;Other;5;338
1037;Other;4;19203
1041;1970-Now;4;19075
1042;Other Vehicles (1970-Now);3;222
1043;Other British Pottery;4;27
1044;Polish Pottery;4;27
1045;Scandinavian Pottery;4;27
1046;Vernon Kilns;4;24
1048;Other;4;3153
1059;Men's Clothing;2;11450
1060;Other;3;4250
1063;Other;3;4251
1067;Other;4;11452
1070;Other;3;3082
1082;Electronic & Interactive;3;19071
1083;Furby;4;1082
1084;Tamagotchi;4;1082
1089;Christmas: Current (1991-Now);3;907
1090;Santa;5;168005
1091;Other;4;33829
1152;Housewares;4;139
1172;Hot Wheels: Redline (Pre-1978);5;171128
1177;Horror & Monster Games;4;2550
1178;1990-Now;5;158740
1179;Space Games;4;2550
1180;1990-Now;5;158736
1182;Other;4;2540
1183;Other;4;2543
1185;1970-1989;4;19072
1186;Other;4;18998
1187;1970-Now;4;19200
1188;Models & Kits;2;220
1189;Aircraft (Non-Military);3;1188
1190;Other;4;2580
1191;Other;4;2586
1192;Monster;3;1188
1193;Other;4;16512
1194;Spacecraft;3;1188
1195;Garfield;3;2624
1196;Other;3;19077
1197;Wooden & Handcrafted Toys;3;19169
1198;Toy Parts;3;717
1200;Other;4;117015
1201;Modern (1970-Now);4;18810
1202;Dollhouse Miniatures;2;237
1203;Other;5;16006
1204;Contemporary;5;84637
1205;Other Patterns;5;11695
1206;Modern (1975-Now);5;18818
1207;Other;3;4707
1210;Other;4;163029
1211;Metalware;3;20086
1215;Other;4;2213
1216;Other;4;2212
1217;Primitives;2;20081
1218;Toleware;3;20086
1219;Other;4;37941
1223;Other Autographed Items;4;27279
1224;Winter;4;23798
1225;Racing-Other;3;51
1226;Tennis;3;51
1227;Boxing;3;24409
1228;Racing-Indy;3;24409
1229;Opalescent;4;13
1230;Other;5;4767
1231;Blue Ridge;4;24
1232;Buffalo;4;24
1233;Other Headvases;4;24
1234;Moorcroft;4;27
1235;Newcomb;4;27
1236;Owens;4;27
1237;Pfaltzgraff;4;24
1238;Other Tea Pots & Tea Sets;4;24
1239;Uhl;4;27
1240;Other Wall Pockets;4;24
1241;Flow Blue;4;24
1242;Other;5;13818
1243;Royal Bayreuth;4;24
1244;Motherboards;3;175673
1245;Printers;3;171961
1249;Video Games & Consoles ;1;\N
1261;Other;2;2984
1264;Other;4;172378
1265;Other;3;3259
1266;MRO & Industrial Supply;2;12576
1267;Other;3;1266
1268;Other;3;11765
1269;Other;3;11748
1271;Other;3;11874
1277;Other;2;26395
1278;Energy Bars, Shakes & Drinks;3;19259
1279;Other;3;67659
1280;Other;2;11700
1281;Pet Supplies ;1;\N
1284;Other;3;20737
1285;Reptile Supplies;2;1281
1288;Other;3;41402
1289;Other;3;16217
1290;Other;3;19273
1291;Other;4;20835
1292;Other;4;21567
1299;Other;4;30105
1300;Other;4;16052
1301;Other;4;16258
1302;Other;4;16059
1303;Other;3;36259
1304;Other;4;3241
1305;Tickets & Experiences;1;\N
1306;Other;2;1305
1310;Other;2;3252
1312;United;5;805
1313;Automobiles;3;34
1314;Other;4;1313
1315;Buick;5;13553
1316;Chevrolet;5;13553
1317;Chrysler;5;13553
1318;Dodge;5;13553
1319;Ford;5;13553
1320;Pontiac;5;13553
1321;Other;5;13588
1322;Other;5;10785
1328;Citgo;5;156204
1329;Gulf;5;156204
1330;Unknown;6;35879
1331;Sinclair;5;156204
1332;Sunoco;5;156204
1333;Seed & Feed Companies;4;827
1334;Moxie;4;36
1335;Animals;2;1
1336;Other;3;1335
1337;Other;4;10811
1338;Other;4;10818
1340;Other;3;10860
1341;Other;4;156265
1344;Animation Characters;3;13658
1345;Other;4;11118
1346;Other;5;165499
1347;Boyds;3;386
1348;Other;5;39579
1349;Bottles;5;13779
1350;Sodas;5;889
1351;Liquor;5;889
1354;Collector Plates;5;13784
1355;Collector Plates;5;13787
1356;Collector Plates;5;13801
1357;Hamilton Collector Plates;4;156286
1358;Knowles Collector Plates;4;156286
1360;State Plates;3;13777
1361;Collector Plates;5;13828
1363;Other;4;3104
1364;Other;4;28126
1365;Department 56;4;156286
1366;Other;6;39583
1367;Snowbabies;5;1365
1368;Other;6;39587
1369;Contemporary (1968-Now);3;137
1370;Other;5;35839
1371;Animation Art, Cels;4;1369
1372;Books;4;1369
1373;Collector Clubs;4;1369
1374;Comics;4;1369
1375;Other;5;35848
1376;Other;5;35886
1377;Other;5;95118
1378;Jewelry;4;1369
1379;Limited Editions;4;1369
1380;Theme Park Souvenirs;4;1369
1381;Premiums;4;1369
1382;Records, Tapes & CDs;4;1369
1383;Toys, Games & Puzzles;4;1369
1384;Watches, Timepieces;4;1369
1385;Apparel, Accessories;4;139
1386;Animation Art, Cels;4;139
1387;Posters, Prints, Lithos;4;139
1388;Books;4;139
1389;Comics;4;139
1391;Figurines;4;139
1392;Holiday;4;139
1393;Jewelry;4;139
1394;Pins, Buttons;4;139
1395;Plush Toys;4;139
1396;Premiums;4;139
1397;Records;4;139
1398;Toys, Games, Puzzles;4;139
1399;Watches, Timepieces;4;139
1400;Other;4;12513
1401;Knives, Swords & Blades;2;1
1403;Other;5;43333
1404;Lamps, Lighting;2;1
1405;Other;4;4053
1406;Other;4;4057
1407;Parts;4;13865
1408;Shades;3;1404
1409;Lunchboxes, Thermoses;3;39507
1410;1970-1979;5;156473
1411;1970-Now;5;156480
1412;Maps & Atlases;3;417
1413;US;5;20284
1414;Other;4;39630
1417;Other;5;60292
1419;1990-99;5;18829
1422;Other;6;29905
1423;Other;6;105047
1424;Television Memorabilia;2;45100
1430;Metalware;2;1
1431;Aluminum;3;1430
1432;Bronze;3;1430
1433;Copper;3;1430
1434;Pewter;3;1430
1435;Sterling Silver;3;1430
1436;Silverplate;3;1430
1437;Menus;3;124
1438;Playing Cards;3;124
1439;1970-Now;4;13992
1440;Scrapbooks;3;124
1442;Other;4;38026
1443;Promo Glasses;3;14005
1444;Railroadiana & Trains;3;417
1445;Other;5;4131
1446;Religion & Spirituality;2;1
1447;Other;4;11668
1449;Other;4;13773
1450;Dr. Who;3;152
1451;Sheet Music;3;20833
1452;Military, Historical;4;1451
1453;Movies, TV;4;1451
1455;Radio;4;1451
1456;Rag;4;1451
1457;Other;4;38103
1458;Theater, Showtunes;4;1451
1460;Other;5;13879
1461;Other;4;4121
1462;Credit, Charge Cards;3;868
1463;Phone Cards;3;868
1464;Umbrellas & Parasols;4;175760
1465;Pin Cushions;3;113
1466;Weird Stuff;2;99
1467;Slightly Unusual;3;1466
1468;Really Weird;3;1466
1469;Totally Bizarre;3;1466
1492;Fishing;3;159043
1493;Spinnerbaits;6;31689
1494;Other;6;31694
1495;Other;6;36148
1496;Trading Cards;4;19203
1498;Other;3;3270
1500;Radio Communication;2;293
1503;Other;3;3286
1504;Other;4;4676
1507;Risque;4;407
1509;Flowers, Trees & Plants;3;159912
1510;Houseplants;4;1509
1512;Seeds & Bulbs;5;20535
1513;Golf;2;888
1514;Other;4;18923
1521;Other;4;158932
1522;Bammers, Bamm Beanos;3;49019
1523;Other;3;19266
1524;Pokemon;3;2624
1525;Drugstores;4;13598
1526;Other;4;13587
1527;Other;4;13595
1528;Other;4;45602
1529;Animation Art;3;13658
1530;Other;4;1529
1531;Limited Editions;4;1529
1532;Production Art;4;1529
1533;Sericels;4;1529
1534;Other;5;13662
1536;Walter Lantz/Woody Woodpecker;4;1344
1537;Other;5;13674
1540;Merrythought;3;386
1541;County & State Fairs;5;13879
1542;Pocket Dragons;5;13804
1543;David Winter;4;156286
1544;Lilliput Lane;4;156286
1545;Other;5;41152
1547;Heritage Village;5;1365
1549;Salvation Army;4;402
1550;Trade Union;4;402
1552;Original Period Items;4;156373
1556;Hornby;4;19128
1557;Marklin;4;19128
1558;Marx;4;19128
1607;Other Real Estate;2;10542
1608;Classic;4;19203
1616;Coca-Cola;3;436
1620;Grateful Dead;3;49019
1621;Meanies;3;49019
1627;Attic;4;19203
1628;Current;5;19206
1633;Pillow Pals;4;19203
1634;Current;5;1608
1636;Retired;5;1608
1637;Sports Commemorative;4;19203
2000;Hawaiian;3;3913
2001;Other;4;2000
2002;Accessories;4;2000
2003;Apparel;4;2000
2004;Hula;4;2000
2008;Apparel;6;4710
2009;Concert & Movie Memorabilia;6;4710
2012;Music;6;4710
2013;Novelties;6;4710
2014;Photos;6;4710
2015;Trading Cards;6;4710
2016;Circus & Carnival;4;165513
2017;Other;5;2016
2018;Programs & Posters;5;2016
2019;Souvenirs;5;2016
2022;Other;4;16021
2023;Other;4;21194
2024;Other;4;21214
2032;Gardening Supplies;3;159912
2033;Other;4;1509
2034;Other;4;20498
2035;Publications & Software;4;2032
2036;Other;4;50787
2194;Other;3;20082
2195;Books & Manuscripts;2;20081
2196;American;3;2195
2198;Asian;3;2195
2200;English;3;2195
2201;European;3;2195
2203;Other;4;63521
2204;Other;3;2207
2205;Other;4;63538
2206;Pre-1900;4;98466
2207;Ethnographic;2;20081
2212;Silverplate;3;20096
2213;Sterling Silver (.925);3;20096
2218;Linens & Textiles (Pre-1930);2;20081
2219;Other;4;39444
2220;Other;4;39449
2221;Completed Quilts;4;63627
2223;Samplers;3;2218
2224;Tapestries;3;2218
2228;Textbooks, Education;2;267
2312;Other;2;45100
2319;Pre-1940;5;18829
2321;1940-49;5;18829
2322;1970-79;5;18829
2323;1990-99;5;25469
2325;1960-69;4;18830
2326;Standees;3;196
2329;Music Memorabilia;2;45100
2331;Classical, Opera & Ballet;3;2329
2335;Rap & Hip Hop;3;2329
2336;Easy Listening;3;2329
2337;Country;3;2329
2353;Other;6;29877
2354;Other;6;29907
2355;Other;6;105019
2356;Other;6;105057
2362;Theater Memorabilia;2;45100
2365;Other;4;108931
2366;Props & Wardrobe;3;2362
2367;Other;4;164890
2368;Window Cards;3;2362
2369;Ads, Flyers;3;2362
2375;R&B & Soul;3;2329
2387;Celebrity;4;16000
2388;Composition;4;15999
2389;Other;4;2408
2390;Horsman;4;15987
2391;Nesting;4;16000
2392;Polymer;4;15999
2394;Other;6;48958
2395;Resin;4;15999
2396;Rubber;4;15999
2397;Terri Lee;4;15987
2398;Uneeda;4;15987
2399;Contemporary (1970-Now);5;45446
2400;Other;5;2401
2401;American Character;4;15987
2402;Sweet Sue;5;2401
2404;Art Dolls-OOAK;3;238
2407;Annalee;4;15987
2408;Doll Making & Repair;3;238
2410;Bisque;4;15999
2411;All Bisque;5;2410
2412;Bisque Head;5;2410
2414;Parts;4;2408
2415;Supplies;4;2408
2416;Modern;5;2417
2417;Effanbee;4;15987
2418;Reproductions;5;2417
2419;Vintage;5;2417
2421;Dawn;4;15987
2422;Jem;4;15987
2423;Takara;4;15987
2424;Ideal;4;15987
2425;Toni;5;2424
2426;Shirley Temple;5;2424
2428;Playpals;5;2424
2429;Revlon;5;2424
2430;Crissy Family;5;2424
